日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2012-02-17,2728.58,2753.2,2792.1,2717.37,74226589,97218676992.0,2.71,-0.28,-7.74,1.58
2012-02-24,2792.0,2890.47,2890.53,2737.57,98462664,131774611456.0,5.56,4.99,137.27,2.09
2012-03-02,2903.82,2939.91,2943.54,2873.29,104805648,145581643776.0,2.43,1.71,49.44,2.23
2012-03-09,2950.21,2940.37,2956.52,2848.23,92649790,134400902144.0,3.68,0.02,0.46,1.97
2012-03-16,2939.99,2890.99,2976.81,2825.76,106569693,157975990784.0,5.14,-1.68,-49.38,2.26
2012-03-23,2885.42,2802.46,2899.39,2793.6,71755300,111738922496.0,3.66,-3.06,-88.53,1.52
2012-03-30,2800.36,2693.43,2831.62,2673.41,59209155,94480701440.0,5.65,-3.89,-109.03,1.26
2012-04-06,2687.0,2780.02,2784.77,2680.03,29164729,44267459840.0,3.89,3.21,86.59,0.62
2012-04-13,2770.49,2845.18,2858.79,2714.56,68098518,98091579648.0,5.19,2.34,65.16,1.45
2012-04-20,2827.83,2881.02,2882.92,2799.22,67226309,91869867776.0,2.94,1.26,35.84,1.43
2012-04-27,2878.09,2901.45,2913.58,2812.9,88753527,118272713984.0,3.49,0.71,20.43,1.88
2012-05-04,2937.47,3010.89,3011.04,2919.02,66582526,100203215104.0,3.17,3.77,109.44,1.41
2012-05-11,2993.34,2923.77,3018.4,2921.83,86965641,140781416704.0,3.21,-2.89,-87.12,1.85
2012-05-18,2941.93,2849.52,2943.91,2841.93,69136661,107312648960.0,3.49,-2.54,-74.25,1.47
2012-05-25,2847.3,2856.48,2934.74,2841.04,76058016,112687799808.0,3.29,0.24,6.96,1.61
2012-06-01,2843.58,2939.06,2962.57,2826.57,103715754,140713300224.0,4.76,2.89,82.58,2.2
2012-06-08,2901.49,2826.26,2917.98,2821.92,76040166,108573882368.0,3.27,-3.84,-112.8,1.61
2012-06-15,2832.98,2871.83,2899.06,2826.58,77668668,103338847232.0,2.56,1.61,45.57,1.65
2012-06-21,2874.08,2808.12,2897.83,2793.86,48629633,67490960128.0,3.62,-2.22,-63.71,1.03
2012-06-29,2796.69,2745.1,2797.2,2691.97,59303626,81481424128.0,3.75,-2.24,-63.02,1.26
2012-07-06,2759.26,2774.62,2783.75,2706.29,71327062,102366963456.0,2.82,1.08,29.52,1.51
2012-07-13,2757.17,2754.97,2776.98,2695.89,78795533,111227880448.0,2.92,-0.71,-19.65,1.67
2012-07-20,2756.52,2654.74,2757.07,2642.67,68215120,91385913600.0,4.15,-3.64,-100.23,1.45
2012-07-27,2634.97,2609.76,2650.32,2599.53,50709798,66483603968.0,1.91,-1.69,-44.98,1.08
2012-08-03,2612.67,2627.72,2646.8,2593.39,53721355,68349003776.0,2.05,0.69,17.96,1.14
2012-08-10,2623.93,2685.35,2708.43,2620.88,64813912,101859113216.0,3.33,2.19,57.63,1.38
2012-08-17,2680.14,2591.5,2680.14,2569.85,58447844,79906376704.0,4.11,-3.49,-93.85,1.24
2012-08-24,2570.7,2544.78,2613.9,2543.24,57866909,78693602816.0,2.73,-1.8,-46.72,1.23
2012-08-31,2536.2,2455.76,2536.43,2433.77,52925561,67820088576.0,4.03,-3.5,-89.02,1.12
2012-09-07,2453.72,2583.19,2611.87,2438.23,83818368,98611383040.0,7.07,5.19,127.43,1.78
2012-09-14,2589.84,2579.85,2611.05,2557.25,89643018,110003226880.0,2.08,-0.13,-3.34,1.9
2012-09-21,2576.67,2446.93,2579.76,2430.19,65558976,81528952064.0,5.8,-5.15,-132.92,1.39
2012-09-28,2429.33,2550.78,2554.08,2414.59,62760418,76870884608.0,5.7,4.24,103.85,1.33
2012-10-12,2549.63,2563.01,2591.98,2506.9,60603710,75633315328.0,3.34,0.48,12.23,1.29
2012-10-19,2567.88,2611.49,2625.52,2534.29,58590995,74101721344.0,3.56,1.89,48.48,1.24
2012-10-26,2596.41,2514.57,2629.58,2499.81,58144816,68507297280.0,4.97,-3.71,-96.92,1.23
2012-11-02,2506.76,2593.2,2596.68,2494.94,59035102,69344670720.0,4.05,3.13,78.63,1.25
2012-11-09,2588.13,2516.05,2607.1,2509.34,53650151,67386761984.0,3.77,-2.98,-77.15,1.14
2012-11-16,2518.66,2446.53,2531.8,2429.58,45766010,56411325952.0,4.06,-2.76,-69.52,0.97
2012-11-23,2444.6,2451.67,2464.94,2404.83,41376955,57102937600.0,2.46,0.21,5.14,0.88
2012-11-30,2446.9,2410.9,2450.83,2376.02,45712047,53990515712.0,3.05,-1.66,-40.77,0.97
2012-12-07,2406.91,2517.2,2520.69,2340.96,95869370,116206829824.0,7.45,4.41,106.3,2.04
2012-12-14,2523.79,2643.85,2645.04,2511.88,114156203,130316425472.0,5.29,5.03,126.65,2.42
2012-12-21,2648.62,2672.37,2719.85,2632.94,134921308,173185711872.0,3.29,1.08,28.52,2.86
2012-12-28,2665.66,2789.71,2793.66,2654.85,121404892,161433512192.0,5.19,4.39,117.34,2.58
2013-01-04,2795.8,2827.35,2871.97,2794.27,61425619,79918719232.0,2.79,1.35,37.64,1.3
2013-01-11,2820.16,2793.97,2871.46,2783.68,126699043,169884830208.0,3.1,-1.18,-33.38,2.69
2013-01-18,2780.47,2921.58,2936.0,2780.47,146767371,196435337472.0,5.57,4.57,127.61,3.12
2013-01-25,2940.23,2923.65,3037.11,2913.41,165883044,203408315648.0,4.23,0.07,2.07,3.52
2013-02-01,2928.28,3119.21,3121.39,2928.28,176011348,231139599360.0,6.61,6.69,195.56,3.74
2013-02-08,3125.31,3116.65,3168.07,3067.99,176835604,235339501056.0,3.21,-0.08,-2.56,3.75
2013-02-22,3131.88,2918.42,3137.34,2896.0,146882279,190308268544.0,7.74,-6.36,-198.23,3.12
2013-03-01,2928.98,3017.2,3035.67,2891.26,138422719,179434517504.0,4.95,3.38,98.78,2.94
2013-03-08,2947.06,2954.54,3010.48,2841.55,170203767,216290814976.0,5.6,-2.08,-62.66,3.61
2013-03-15,2945.46,2869.27,2961.63,2832.9,110871647,142489206016.0,4.36,-2.89,-85.27,2.35
2013-03-22,2852.88,2983.66,2992.84,2817.44,125207689,159279644160.0,6.11,3.99,114.39,2.66
2013-03-29,2995.44,2826.4,3012.33,2800.75,122035773,153791820288.0,7.09,-5.27,-157.26,2.59
2013-04-03,2813.64,2813.03,2860.15,2798.88,49216310,64099380480.0,2.17,-0.47,-13.37,1.04
2013-04-12,2764.41,2791.82,2841.47,2747.67,83015440,111738959104.0,3.33,-0.75,-21.21,1.76
2013-04-19,2781.53,2880.9,2893.91,2736.07,99064084,123913149952.0,5.65,3.19,89.08,2.1
2013-04-26,2872.36,2775.12,2890.6,2764.3,98664356,129861074944.0,4.38,-3.67,-105.78,2.09
2013-05-03,2757.42,2822.18,2863.24,2736.62,37167955,47708862208.0,4.56,1.7,47.06,0.79
2013-05-10,2833.02,2888.42,2913.85,2827.57,91695271,126187322624.0,3.06,2.35,66.24,1.95
2013-05-17,2890.29,2952.0,2959.47,2820.54,100361045,135007572736.0,4.81,2.2,63.58,2.13
2013-05-24,2959.6,2963.9,3005.48,2936.4,118065881,166406640896.0,2.34,0.4,11.9,2.51
2013-05-31,2958.46,2961.39,3036.82,2938.82,102156581,141549482752.0,3.31,-0.08,-2.51,2.17
2013-06-07,2956.74,2819.29,2978.1,2807.63,86581242,116324978176.0,5.76,-4.8,-142.1,1.84
2013-06-14,2773.28,2744.47,2773.28,2691.59,40086163,47159050752.0,2.9,-2.65,-74.82,0.85
2013-06-21,2752.78,2632.77,2761.19,2570.61,89250198,110166772224.0,6.94,-4.07,-111.7,1.89
2013-06-28,2621.37,2524.26,2621.37,2288.81,151672233,158717252608.0,12.63,-4.12,-108.51,3.22
2013-07-05,2507.06,2542.02,2572.37,2475.8,106398360,131163600640.0,3.83,0.7,17.76,2.26
2013-07-12,2507.64,2600.71,2692.1,2458.11,130608135,150964032000.0,9.2,2.31,58.69,2.77
2013-07-19,2613.9,2475.16,2663.34,2475.16,111586214,135235948032.0,7.24,-4.83,-125.55,2.37
2013-07-26,2447.6,2491.57,2568.11,2430.65,100787921,121741019136.0,5.55,0.66,16.41,2.14
2013-08-02,2467.12,2508.31,2543.58,2420.69,99311256,115501984256.0,4.93,0.67,16.74,2.11
2013-08-09,2512.15,2558.62,2586.57,2502.58,106479502,131777422336.0,3.35,2.01,50.31,2.26
2013-08-16,2571.69,2587.96,2717.69,2569.21,155680068,180375770624.0,5.8,1.15,29.34,3.31
2013-08-23,2571.27,2580.85,2670.39,2540.08,114228749,132414966784.0,5.04,-0.27,-7.11,2.43
2013-08-30,2583.99,2588.26,2643.49,2576.07,114643315,135956043776.0,2.61,0.29,7.41,2.43
2013-09-06,2597.34,2646.1,2650.9,2567.93,121433799,142706019072.0,3.21,2.23,57.84,2.58
2013-09-13,2671.88,2803.08,2844.38,2670.34,249607015,267043739904.0,6.58,5.93,156.98,5.3
2013-09-18,2818.23,2727.44,2821.21,2700.31,114339319,125814082048.0,4.31,-2.7,-75.64,2.43
2013-09-27,2740.68,2657.83,2763.39,2644.93,147204488,174588400128.0,4.34,-2.55,-69.61,3.13
2013-09-30,2672.1,2667.02,2681.28,2651.41,20145878,23625955072.0,1.12,0.35,9.19,0.43
2013-10-11,2662.34,2738.45,2741.98,2636.76,116230662,134874102272.0,3.95,2.68,71.43,2.47
2013-10-18,2739.36,2672.74,2741.77,2657.78,121835491,148592413952.0,3.07,-2.4,-65.71,2.59
2013-10-25,2677.33,2635.99,2735.2,2617.14,126422959,148562530048.0,4.42,-1.37,-36.75,2.68
2013-11-01,2637.97,2655.4,2685.71,2599.11,149414954,156406461696.0,3.29,0.74,19.41,3.17
2013-11-08,2671.12,2569.35,2683.44,2568.49,96844727,111469858048.0,4.33,-3.24,-86.05,2.06
2013-11-15,2567.5,2596.89,2626.33,2530.88,104782516,117622393856.0,3.71,1.07,27.54,2.22
2013-11-22,2613.14,2616.92,2677.9,2600.71,136835669,148543656448.0,2.97,0.77,20.03,2.91
2013-11-29,2603.39,2658.47,2679.63,2594.8,106660021,120827280384.0,3.24,1.59,41.55,2.26
2013-12-06,2637.38,2662.51,2701.14,2612.62,138700935,150999893504.0,3.33,0.15,4.04,2.94
2013-12-13,2669.41,2618.28,2677.93,2597.51,94346071,107602503168.0,3.02,-1.66,-44.23,2.0
2013-12-20,2620.88,2478.73,2625.14,2477.66,85871419,99044256512.0,5.63,-5.33,-139.55,1.82
2013-12-27,2486.24,2507.32,2521.56,2461.56,83032434,92079348992.0,2.42,1.15,28.59,1.76
2014-01-03,2517.15,2506.08,2551.61,2488.06,75259617,90485448448.0,2.53,-0.05,-1.24,1.6
2014-01-10,2503.94,2437.45,2503.94,2425.76,87692314,102571905024.0,3.12,-2.74,-68.63,1.86
2014-01-17,2439.57,2379.31,2451.19,2375.67,78867108,93137782528.0,3.1,-2.39,-58.14,1.67
2014-01-24,2373.94,2451.3,2466.02,2351.63,86389074,103862903040.0,4.81,3.03,71.99,1.83
2014-01-30,2438.72,2405.58,2448.17,2403.47,65911108,78209376768.0,1.82,-1.87,-45.72,1.4
2014-02-07,2389.69,2414.72,2415.01,2378.29,14114407,17051021568.0,1.53,0.38,9.14,0.3
2014-02-14,2425.71,2519.21,2541.26,2425.71,151179643,164665065216.0,4.79,4.33,104.49,3.21
2014-02-21,2530.45,2484.59,2561.89,2470.36,157285141,169789919488.0,3.63,-1.37,-34.62,3.34
2014-02-28,2463.83,2378.38,2463.83,2333.58,147558270,155091720192.0,5.24,-4.27,-106.21,3.13
2014-03-07,2374.12,2371.77,2390.17,2328.36,120512518,130116178688.0,2.6,-0.28,-6.61,2.56
2014-03-14,2354.88,2365.63,2400.6,2300.06,127214483,133525477120.0,4.24,-0.26,-6.14,2.7
2014-03-21,2379.17,2396.03,2400.72,2295.41,126162027,136014887168.0,4.45,1.29,30.4,2.68
2014-03-28,2399.77,2382.99,2422.2,2368.96,143903049,144418390528.0,2.22,-0.54,-13.04,3.06
2014-04-04,2385.38,2421.91,2435.02,2366.29,104484515,109860859648.0,2.88,1.63,38.92,2.22
2014-04-11,2417.52,2518.05,2528.11,2416.31,126092709,135223361536.0,4.62,3.97,96.14,2.68
2014-04-18,2514.26,2459.49,2524.64,2432.88,94517764,106695607808.0,3.64,-2.33,-58.56,2.01
2014-04-25,2441.83,2419.87,2467.7,2400.77,97281232,109132524032.0,2.72,-1.61,-39.62,2.07
2014-04-30,2418.16,2416.83,2424.62,2384.19,55917098,58334299392.0,1.67,-0.13,-3.04,1.19
2014-05-09,2407.73,2362.09,2424.18,2350.11,75095269,81682794752.0,3.06,-2.26,-54.74,1.59
2014-05-16,2376.14,2377.08,2409.25,2360.99,76419733,79687148032.0,2.04,0.63,14.99,1.62
2014-05-23,2367.71,2376.39,2387.91,2312.57,67080658,71403311616.0,3.17,-0.03,-0.69,1.42
2014-05-30,2393.06,2386.13,2416.61,2374.67,72568117,80544463872.0,1.76,0.41,9.74,1.54
2014-06-06,2386.69,2360.72,2398.23,2338.7,50997255,57260791808.0,2.49,-1.06,-25.41,1.08
2014-06-13,2351.92,2405.76,2417.51,2350.31,83939191,86074362368.0,2.85,1.91,45.04,1.78
2014-06-20,2405.05,2374.52,2432.41,2350.53,96383682,95256623360.0,3.4,-1.3,-31.24,2.05
2014-06-27,2377.21,2378.83,2388.32,2352.14,68449748,75224456192.0,1.52,0.18,4.31,1.45
2014-07-04,2380.95,2408.35,2411.54,2379.35,90108139,100318824448.0,1.35,1.24,29.52,1.91
2014-07-11,2408.77,2356.76,2417.66,2344.93,97306452,102831939584.0,3.02,-2.14,-51.59,2.07
2014-07-18,2359.14,2373.97,2393.04,2346.17,111270520,109692264192.0,1.99,0.73,17.21,2.36
2014-07-25,2375.79,2482.0,2483.21,2374.79,147048735,141157139200.0,4.57,4.55,108.03,3.12
2014-08-01,2494.68,2574.71,2621.4,2494.68,255163682,222700622080.0,5.11,3.74,92.71,5.42
2014-08-08,2584.1,2548.58,2617.66,2533.48,180566305,162224485888.0,3.27,-1.01,-26.13,3.83
2014-08-15,2556.97,2567.39,2589.05,2541.35,160100209,149501538560.0,1.87,0.74,18.81,3.4
2014-08-22,2570.63,2570.53,2587.68,2534.81,162568579,167565867520.0,2.06,0.12,3.14,3.45
2014-08-29,2571.77,2541.65,2572.59,2508.86,126378690,128353883136.0,2.48,-1.12,-28.88,2.68
2014-09-05,2544.83,2654.95,2656.38,2539.11,186370815,201285595648.0,4.61,4.46,113.3,3.96
2014-09-12,2656.99,2621.23,2658.6,2599.94,139491943,146847648512.0,2.21,-1.27,-33.72,2.96
2014-09-19,2611.86,2609.77,2621.35,2560.79,197465950,188405010432.0,2.31,-0.44,-11.46,4.19
2014-09-26,2604.08,2608.97,2639.06,2558.74,172527490,174357798400.0,3.08,-0.03,-0.8,3.66
2014-09-30,2613.12,2615.88,2621.61,2605.12,69955949,75977923328.0,0.63,0.26,6.91,1.49
2014-10-10,2630.04,2636.56,2660.1,2612.48,123572765,129932809728.0,1.82,0.79,20.68,2.62
2014-10-17,2625.49,2601.32,2633.33,2571.78,183302760,185420373248.0,2.33,-1.34,-35.24,3.89
2014-10-24,2609.24,2558.14,2617.47,2552.38,134241883,139043623168.0,2.5,-1.66,-43.18,2.85
2014-10-31,2548.05,2666.17,2672.65,2525.26,241961081,221610359808.0,5.76,4.22,108.03,5.14
2014-11-07,2673.63,2624.68,2675.81,2611.35,268297181,240783288832.0,2.42,-1.56,-41.49,5.7
2014-11-14,2659.31,2702.38,2746.26,2642.54,330498920,312669840128.0,3.95,2.96,77.7,7.02
2014-11-21,2738.14,2680.14,2739.8,2626.6,196738230,203894573568.0,4.19,-0.82,-22.24,4.18
2014-11-28,2694.74,2925.98,2927.98,2680.74,473687397,464449419520.0,9.22,9.17,245.84,10.06
2014-12-05,2937.17,3222.52,3315.79,2913.96,714611389,745268404224.0,13.73,10.13,296.54,15.17
