日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-02-10,3283.2,3300.74,3301.28,3274.15,13273545,16289709056.0,0.83,1.34,43.55,0.06
2010-02-11,3302.89,3307.55,3323.7,3292.39,13687989,15405272064.0,0.95,0.21,6.81,0.06
2010-02-12,3321.97,3345.29,3347.32,3319.57,13127728,15167002624.0,0.84,1.14,37.74,0.05
2010-02-22,3337.29,3320.7,3357.33,3319.72,14014525,16146925568.0,1.12,-0.74,-24.59,0.06
2010-02-23,3316.87,3284.13,3316.87,3240.67,16099472,19337299968.0,2.29,-1.1,-36.57,0.07
2010-02-24,3260.04,3324.98,3326.07,3249.12,19068847,21973114880.0,2.34,1.24,40.85,0.08
2010-02-25,3332.17,3378.3,3383.1,3330.05,27526377,32759535616.0,1.6,1.6,53.32,0.12
2010-02-26,3371.11,3373.76,3391.17,3359.27,19079366,22218958848.0,0.94,-0.13,-4.54,0.08
2010-03-01,3377.91,3421.37,3428.92,3377.86,21334996,25499938816.0,1.51,1.41,47.61,0.09
2010-03-02,3426.34,3410.91,3443.86,3398.72,19005692,24382844928.0,1.32,-0.31,-10.46,0.08
2010-03-03,3411.87,3431.78,3432.76,3387.12,20323182,23684360192.0,1.34,0.61,20.87,0.08
2010-03-04,3433.32,3354.57,3436.56,3348.44,23603369,28029759488.0,2.57,-2.25,-77.21,0.1
2010-03-05,3357.53,3363.19,3378.21,3348.09,15485372,18204569600.0,0.9,0.26,8.62,0.06
2010-03-08,3372.32,3397.58,3407.78,3363.85,16234558,18970611712.0,1.31,1.02,34.39,0.07
2010-03-09,3396.46,3421.06,3441.24,3368.46,20354889,24764760064.0,2.14,0.69,23.48,0.09
2010-03-10,3418.5,3395.93,3441.87,3386.76,17830731,20545212416.0,1.61,-0.73,-25.13,0.07
2010-03-11,3402.68,3402.78,3432.17,3381.43,19835558,23987462144.0,1.49,0.2,6.85,0.08
2010-03-12,3403.99,3358.11,3411.01,3357.26,15305079,18119890944.0,1.58,-1.31,-44.67,0.06
2010-03-15,3355.2,3295.64,3359.71,3284.36,14484482,17035028480.0,2.24,-1.86,-62.47,0.06
2010-03-16,3295.44,3322.43,3322.89,3281.75,12966979,15319888896.0,1.25,0.81,26.79,0.05
2010-03-17,3330.27,3389.81,3389.81,3320.04,17613915,21162772480.0,2.1,2.03,67.38,0.07
2010-03-18,3393.37,3379.27,3410.92,3368.97,16027279,19499802624.0,1.24,-0.31,-10.54,0.07
2010-03-19,3381.94,3401.93,3406.37,3360.28,15210736,19333470208.0,1.36,0.67,22.66,0.06
2010-03-22,3404.74,3418.05,3435.58,3401.7,17917743,22123261952.0,1.0,0.47,16.12,0.07
2010-03-23,3422.36,3391.26,3430.69,3389.65,18231812,22013800448.0,1.2,-0.78,-26.79,0.08
2010-03-24,3399.58,3392.73,3423.17,3387.18,18038191,20424638464.0,1.06,0.04,1.47,0.08
2010-03-25,3384.92,3345.65,3384.92,3334.57,16983726,20060829696.0,1.48,-1.39,-47.08,0.07
2010-03-26,3342.75,3399.09,3411.65,3336.5,20768059,23998781440.0,2.25,1.6,53.44,0.09
2010-03-29,3423.24,3502.07,3509.91,3418.39,37527103,46983225344.0,2.69,3.03,102.98,0.16
2010-03-30,3504.99,3510.78,3518.36,3490.44,21111066,27571699712.0,0.8,0.25,8.71,0.09
2010-03-31,3510.65,3479.67,3511.38,3470.98,19697413,25172064256.0,1.15,-0.89,-31.11,0.08
2010-04-01,3485.17,3518.91,3524.54,3485.17,24113730,30579734528.0,1.13,1.13,39.24,0.1
2010-04-02,3529.98,3535.11,3539.04,3517.57,25453103,31927527424.0,0.61,0.46,16.2,0.11
2010-04-06,3554.62,3539.23,3579.98,3522.84,23572580,31530627072.0,1.62,0.12,4.12,0.1
2010-04-07,3537.82,3513.34,3538.23,3493.34,20949260,26431627264.0,1.27,-0.73,-25.89,0.09
2010-04-08,3504.22,3457.69,3504.22,3444.08,22173563,28898019328.0,1.71,-1.58,-55.65,0.09
2010-04-09,3458.53,3485.57,3486.29,3450.93,18185861,23363293184.0,1.02,0.81,27.88,0.08
2010-04-12,3492.67,3431.34,3497.24,3412.05,25447937,31571113984.0,2.44,-1.56,-54.23,0.11
2010-04-13,3429.27,3492.99,3500.2,3424.17,29489346,37907107840.0,2.22,1.8,61.65,0.12
2010-04-14,3496.32,3490.48,3503.21,3474.15,21417444,27297304576.0,0.83,-0.07,-2.51,0.09
2010-04-15,3498.64,3490.37,3502.66,3456.97,22585015,29129443328.0,1.31,0.0,-0.11,0.09
2010-04-16,3482.94,3435.7,3482.94,3433.78,17952927,23070459904.0,1.41,-1.57,-54.67,0.08
2010-04-19,3384.45,3229.17,3384.45,3222.46,38744910,45715439616.0,4.71,-6.01,-206.53,0.16
2010-04-20,3231.49,3204.52,3252.28,3169.64,25543111,30066925568.0,2.56,-0.76,-24.65,0.11
2010-04-21,3210.32,3259.17,3260.09,3180.39,24776028,30531811328.0,2.49,1.71,54.65,0.1
2010-04-22,3237.79,3193.5,3237.79,3170.36,29101267,35155795968.0,2.07,-2.01,-65.67,0.12
2010-04-23,3193.07,3185.83,3218.26,3162.26,24097857,33102383104.0,1.75,-0.24,-7.67,0.1
2010-04-26,3193.22,3163.23,3202.07,3159.25,19350598,24292243456.0,1.34,-0.71,-22.6,0.08
2010-04-27,3155.04,3101.01,3155.04,3058.63,25850106,30124902400.0,3.05,-1.97,-62.22,0.11
2010-04-28,3077.13,3096.95,3114.58,3059.78,16605038,20005560320.0,1.77,-0.13,-4.06,0.07
2010-04-29,3117.5,3087.09,3139.68,3086.41,18704092,23441610752.0,1.72,-0.32,-9.86,0.08
2010-04-30,3100.39,3124.9,3125.71,3073.93,22820321,26174973952.0,1.68,1.22,37.81,0.1
2010-05-04,3068.72,3074.08,3109.13,3055.82,16274688,19337197568.0,1.71,-1.63,-50.82,0.07
2010-05-05,3045.02,3092.54,3092.73,3000.92,21050142,25573703680.0,2.99,0.6,18.46,0.09
2010-05-06,3063.7,2932.15,3063.7,2929.96,22599801,28096096256.0,4.32,-5.19,-160.39,0.09
2010-05-07,2865.83,2864.57,2917.12,2841.42,23537217,26930098176.0,2.58,-2.3,-67.58,0.1
2010-05-10,2871.3,2909.13,2919.19,2845.88,17921652,20982315008.0,2.56,1.56,44.56,0.07
2010-05-11,2970.99,2855.16,2975.99,2842.2,22973938,26305368064.0,4.6,-1.86,-53.97,0.1
2010-05-12,2833.53,2899.29,2900.73,2811.66,21435129,23418337280.0,3.12,1.55,44.13,0.09
2010-05-13,2893.27,2967.8,2971.54,2891.59,24333584,26580365312.0,2.76,2.36,68.51,0.1
2010-05-14,2945.4,2939.36,2958.45,2924.91,15827060,17849733120.0,1.13,-0.96,-28.44,0.07
2010-05-17,2899.82,2795.87,2899.82,2790.97,19340148,20223098880.0,3.7,-4.88,-143.49,0.08
2010-05-18,2798.21,2861.51,2872.37,2782.21,19067097,21040404480.0,3.22,2.35,65.64,0.08
2010-05-19,2839.64,2844.21,2890.62,2805.28,16769191,18413793280.0,2.98,-0.6,-17.3,0.07
2010-05-20,2821.97,2813.51,2877.34,2807.18,15543413,17777541120.0,2.47,-1.08,-30.7,0.07
2010-05-21,2742.17,2846.68,2847.66,2734.35,19007071,19952807936.0,4.03,1.18,33.17,0.08
2010-05-24,2863.38,2940.24,2955.44,2863.38,27017701,29934047232.0,3.23,3.29,93.56,0.11
2010-05-25,2918.39,2866.12,2920.86,2853.63,19955711,21487636480.0,2.29,-2.52,-74.12,0.08
2010-05-26,2869.11,2862.9,2889.14,2850.37,13416112,13809020928.0,1.35,-0.11,-3.22,0.06
2010-05-27,2856.51,2899.08,2905.26,2818.21,16761083,18064179200.0,3.04,1.26,36.18,0.07
2010-05-28,2926.23,2890.08,2933.23,2874.81,18281704,19246196736.0,2.02,-0.31,-9.0,0.08
2010-05-31,2872.47,2818.43,2894.12,2817.13,17248175,17617408000.0,2.66,-2.48,-71.65,0.07
2010-06-01,2804.7,2785.92,2828.12,2762.44,17998822,17165733888.0,2.33,-1.15,-32.51,0.08
2010-06-02,2766.54,2784.95,2785.67,2738.44,16146141,15711031296.0,1.7,-0.03,-0.97,0.07
2010-06-03,2797.26,2769.27,2818.48,2768.83,15663206,16283881472.0,1.78,-0.56,-15.68,0.07
2010-06-04,2756.35,2765.2,2771.44,2741.41,11824736,12406403072.0,1.08,-0.15,-4.07,0.05
2010-06-07,2715.69,2694.96,2725.78,2681.75,15587802,15829323776.0,1.59,-2.54,-70.24,0.07
2010-06-08,2693.24,2680.77,2708.95,2657.53,13109930,13439633408.0,1.91,-0.53,-14.19,0.05
2010-06-09,2692.99,2782.1,2790.16,2663.87,25625622,26351208448.0,4.71,3.78,101.33,0.11
2010-06-10,2747.55,2737.29,2761.98,2732.0,17486865,17744087040.0,1.08,-1.61,-44.81,0.07
2010-06-11,2752.39,2754.41,2778.2,2750.21,16043840,17172247552.0,1.02,0.63,17.12,0.07
2010-06-17,2778.02,2749.31,2783.6,2748.14,13369019,13621478400.0,1.29,-0.19,-5.1,0.06
2010-06-18,2747.55,2726.2,2773.2,2717.18,15797467,16177961984.0,2.04,-0.84,-23.11,0.07
2010-06-21,2735.42,2820.64,2828.52,2724.69,23786570,24037048320.0,3.81,3.46,94.44,0.1
2010-06-22,2812.3,2820.55,2835.7,2804.29,14471585,15249551360.0,1.11,0.0,-0.09,0.06
2010-06-23,2805.91,2791.68,2820.05,2766.94,13388864,13484685312.0,1.88,-1.02,-28.87,0.06
2010-06-24,2784.77,2794.04,2823.68,2770.62,11717615,11833330688.0,1.9,0.08,2.36,0.05
2010-06-25,2779.6,2784.83,2804.33,2765.18,12472219,12101201920.0,1.4,-0.33,-9.21,0.05
2010-06-28,2781.54,2778.56,2807.73,2769.64,12123174,12229948416.0,1.37,-0.23,-6.27,0.05
2010-06-29,2781.05,2654.81,2786.96,2654.25,19804544,18685169664.0,4.78,-4.45,-123.75,0.08
2010-06-30,2638.18,2631.07,2650.77,2621.4,14700616,12781273088.0,1.11,-0.89,-23.74,0.06
2010-07-01,2624.17,2601.39,2641.6,2599.17,13048748,11999555584.0,1.61,-1.13,-29.68,0.05
2010-07-02,2601.31,2621.15,2628.07,2556.28,17463630,15823549440.0,2.76,0.76,19.76,0.07
2010-07-05,2593.89,2601.16,2619.72,2563.5,13822021,12325155840.0,2.14,-0.76,-19.99,0.06
2010-07-06,2594.22,2648.35,2648.51,2591.06,17827516,15880777728.0,2.21,1.81,47.19,0.07
2010-07-07,2642.54,2657.71,2657.9,2627.53,13422731,12574050304.0,1.15,0.35,9.36,0.06
2010-07-08,2670.8,2653.48,2683.01,2643.64,13309018,12698311680.0,1.48,-0.16,-4.23,0.06
2010-07-09,2656.9,2725.66,2746.03,2633.95,25932299,25377796096.0,4.22,2.72,72.18,0.11
2010-07-12,2721.95,2754.2,2768.03,2707.74,25871928,27787575296.0,2.21,1.05,28.54,0.11
2010-07-13,2724.84,2711.91,2726.96,2694.09,17115272,17442246656.0,1.19,-1.54,-42.29,0.07
2010-07-14,2719.82,2734.49,2763.94,2718.54,19696658,20565233664.0,1.67,0.83,22.58,0.08
2010-07-15,2732.14,2682.09,2761.03,2681.27,16448347,16016643072.0,2.92,-1.92,-52.4,0.07
2010-07-16,2671.61,2686.43,2693.02,2649.37,12948639,12364599296.0,1.63,0.16,4.34,0.05
2010-07-19,2661.97,2754.81,2764.29,2655.11,21894744,23473039360.0,4.06,2.55,68.38,0.09
2010-07-20,2757.5,2802.81,2811.42,2757.5,28325055,30055061504.0,1.96,1.74,48.0,0.12
2010-07-21,2805.18,2808.0,2825.54,2791.19,28754794,26750584832.0,1.23,0.19,5.19,0.12
2010-07-22,2797.17,2838.98,2841.67,2793.24,23444516,23008647168.0,1.72,1.1,30.98,0.1
2010-07-23,2844.2,2854.66,2872.12,2834.1,27557038,27462569984.0,1.34,0.55,15.68,0.12
2010-07-26,2859.57,2861.24,2868.76,2828.13,20597263,20712067072.0,1.42,0.23,6.58,0.09
2010-07-27,2851.72,2839.13,2856.74,2826.76,19390855,19868981248.0,1.05,-0.77,-22.11,0.08
2010-07-28,2843.73,2914.86,2917.32,2828.25,32219957,31885060096.0,3.14,2.67,75.73,0.13
2010-07-29,2915.79,2931.28,2944.37,2908.16,34118457,33654865920.0,1.24,0.56,16.42,0.14
2010-07-30,2921.91,2916.61,2924.82,2894.79,19543802,20197656576.0,1.02,-0.5,-14.67,0.08
2010-08-02,2913.39,2964.13,2968.25,2911.58,25184932,25257766912.0,1.94,1.63,47.52,0.11
2010-08-03,2971.55,2907.71,2974.7,2907.2,27516982,29308254208.0,2.28,-1.9,-56.42,0.12
2010-08-04,2901.42,2909.83,2920.11,2857.31,25099883,26727237632.0,2.16,0.07,2.12,0.1
2010-08-05,2908.06,2865.11,2908.06,2851.25,23280994,24955756544.0,1.95,-1.54,-44.72,0.1
2010-08-06,2863.45,2908.96,2910.41,2835.47,24563188,26389035008.0,2.62,1.53,43.85,0.1
2010-08-09,2902.65,2920.17,2927.14,2892.53,23138650,24716576768.0,1.19,0.39,11.21,0.1
2010-08-10,2922.51,2835.93,2931.85,2835.04,28721667,28892315648.0,3.32,-2.88,-84.24,0.12
2010-08-11,2828.63,2843.82,2862.09,2824.45,18319816,18787999744.0,1.33,0.28,7.89,0.08
2010-08-12,2818.51,2804.2,2844.23,2799.92,18907767,19714410496.0,1.56,-1.39,-39.62,0.08
2010-08-13,2804.63,2831.75,2832.82,2781.44,18910893,20035252224.0,1.83,0.98,27.55,0.08
2010-08-16,2824.65,2898.01,2903.25,2816.29,28331506,29520390144.0,3.07,2.34,66.26,0.12
2010-08-17,2898.88,2912.13,2918.17,2888.99,26583008,28110297088.0,1.01,0.49,14.12,0.11
2010-08-18,2916.42,2903.45,2938.7,2898.02,25332990,25813563392.0,1.4,-0.3,-8.68,0.11
2010-08-19,2909.74,2934.52,2950.81,2899.3,29074172,31619231744.0,1.77,1.07,31.07,0.12
2010-08-20,2922.48,2887.05,2939.93,2882.72,26755807,28164526080.0,1.95,-1.62,-47.47,0.11
2010-08-23,2884.39,2882.3,2911.95,2874.43,18326736,18145286144.0,1.3,-0.16,-4.75,0.08
2010-08-24,2877.7,2886.08,2915.27,2848.15,22328401,20854857728.0,2.33,0.13,3.78,0.09
2010-08-25,2867.68,2810.35,2875.79,2809.99,24317408,22464563200.0,2.28,-2.62,-75.73,0.1
2010-08-26,2822.5,2812.35,2835.88,2800.57,15635319,15982440448.0,1.26,0.07,2.0,0.07
2010-08-27,2811.08,2818.61,2822.09,2797.09,14847520,15183514624.0,0.89,0.22,6.26,0.06
2010-08-30,2831.77,2857.48,2866.77,2830.38,22373686,23032301568.0,1.29,1.38,38.87,0.09
2010-08-31,2846.66,2829.04,2847.73,2818.38,21962892,22661625856.0,1.03,-1.0,-28.44,0.09
2010-09-01,2833.55,2818.73,2869.55,2800.73,28366731,28636102656.0,2.43,-0.36,-10.31,0.12
2010-09-02,2856.65,2841.77,2861.09,2831.62,25920916,28826474496.0,1.05,0.82,23.04,0.11
2010-09-03,2844.62,2825.74,2845.35,2803.44,24613339,26074003456.0,1.47,-0.56,-16.03,0.1
2010-09-06,2839.78,2893.69,2896.7,2837.41,38980121,38858706944.0,2.1,2.4,67.95,0.16
2010-09-07,2899.07,2893.19,2911.21,2875.51,30746358,30103377920.0,1.23,-0.02,-0.5,0.13
2010-09-08,2878.39,2862.76,2878.39,2848.34,26590579,27787397120.0,1.04,-1.05,-30.43,0.11
2010-09-09,2865.84,2804.63,2865.84,2798.54,28923132,30298703872.0,2.35,-2.03,-58.13,0.12
2010-09-10,2808.38,2797.58,2818.44,2767.3,21317833,23200516096.0,1.82,-0.25,-7.05,0.09
2010-09-13,2795.62,2805.88,2822.62,2777.55,23182095,24770678784.0,1.61,0.3,8.3,0.1
2010-09-14,2814.62,2806.07,2830.11,2796.97,24555676,24968024064.0,1.18,0.01,0.19,0.1
2010-09-15,2804.7,2756.16,2804.7,2750.06,24300024,24021467136.0,1.95,-1.78,-49.91,0.1
2010-09-16,2752.89,2700.22,2758.77,2681.08,25490703,24440758272.0,2.82,-2.03,-55.94,0.11
2010-09-17,2708.66,2693.96,2715.74,2687.13,16283953,15558423552.0,1.06,-0.23,-6.26,0.07
2010-09-20,2697.0,2686.19,2706.8,2669.23,14497425,14230539264.0,1.39,-0.29,-7.77,0.06
2010-09-21,2695.97,2696.24,2704.29,2684.99,10968799,11256871936.0,0.72,0.37,10.05,0.05
2010-09-27,2703.96,2714.01,2714.74,2692.58,16057439,15389489152.0,0.82,0.66,17.77,0.07
2010-09-28,2707.87,2673.01,2707.87,2670.11,17181619,17179833344.0,1.39,-1.51,-41.0,0.07
2010-09-29,2667.38,2680.09,2704.15,2666.0,18372016,18155685888.0,1.43,0.26,7.08,0.08
2010-09-30,2666.75,2731.04,2734.48,2664.87,19214389,19439855616.0,2.6,1.9,50.95,0.08
2010-10-08,2760.8,2835.6,2844.56,2752.78,37429694,42685513728.0,3.36,3.83,104.56,0.16
2010-10-11,2857.54,2953.53,2963.03,2857.54,61781487,70120161280.0,3.72,4.16,117.93,0.26
2010-10-12,2940.8,2980.38,2985.02,2925.48,48816264,58169057280.0,2.02,0.91,26.85,0.2
2010-10-13,2984.82,3036.63,3037.04,2978.13,54642775,64499462144.0,1.98,1.89,56.25,0.23
2010-10-14,3058.44,3058.22,3128.14,3055.44,73376988,84390215680.0,2.39,0.71,21.59,0.31
2010-10-15,3043.64,3192.69,3192.69,3038.66,83203044,92842385408.0,5.04,4.4,134.47,0.35
2010-10-18,3222.51,3208.7,3290.22,3193.85,95487521,104873132032.0,3.02,0.5,16.01,0.4
2010-10-19,3201.47,3258.19,3258.38,3170.59,54320792,61977071616.0,2.74,1.54,49.49,0.23
2010-10-20,3206.38,3273.5,3324.78,3202.71,69429098,89064300544.0,3.75,0.47,15.31,0.29
2010-10-21,3276.97,3224.08,3290.19,3199.72,49559324,64194347008.0,2.76,-1.51,-49.42,0.21
2010-10-22,3214.97,3204.79,3236.72,3183.5,40134899,53444263936.0,1.65,-0.6,-19.29,0.17
2010-10-25,3209.65,3291.58,3292.45,3176.27,51471866,68278665216.0,3.63,2.71,86.79,0.22
2010-10-26,3304.65,3270.71,3321.64,3247.45,52612373,66771460096.0,2.25,-0.63,-20.87,0.22
2010-10-27,3257.25,3220.14,3305.13,3214.73,46777554,56689930240.0,2.76,-1.55,-50.57,0.2
2010-10-28,3209.95,3219.32,3240.02,3189.62,37474905,45071380480.0,1.57,-0.03,-0.82,0.16
2010-10-29,3221.86,3178.57,3223.06,3161.25,37749337,45169270784.0,1.92,-1.27,-40.75,0.16
2010-11-01,3185.99,3255.09,3255.41,3185.99,44700043,58304323584.0,2.18,2.41,76.52,0.19
2010-11-02,3263.74,3232.36,3286.19,3210.26,54992693,69254397952.0,2.33,-0.7,-22.73,0.23
2010-11-03,3230.82,3225.6,3269.56,3193.46,48479261,57643327488.0,2.35,-0.21,-6.76,0.2
2010-11-04,3231.68,3266.51,3268.73,3228.29,44676049,51389075456.0,1.25,1.27,40.91,0.19
2010-11-05,3311.47,3290.81,3327.62,3268.08,50486795,58881253376.0,1.82,0.74,24.3,0.21
2010-11-08,3304.39,3322.87,3324.38,3289.45,48575539,55900467200.0,1.06,0.97,32.06,0.2
2010-11-09,3323.17,3275.87,3323.17,3254.57,42930210,52991750144.0,2.06,-1.41,-47.0,0.18
2010-11-10,3257.72,3215.52,3257.72,3197.39,44150355,53487595520.0,1.84,-1.84,-60.35,0.18
2010-11-11,3212.05,3248.7,3286.92,3212.05,53993062,68721786880.0,2.33,1.03,33.18,0.23
2010-11-12,3225.92,3054.63,3232.63,3051.07,64349315,74149126144.0,5.59,-5.97,-194.07,0.27
2010-11-15,3062.19,3062.29,3076.33,3000.05,44433597,47143067648.0,2.5,0.25,7.66,0.19
2010-11-16,3055.31,2931.46,3055.31,2926.4,39378114,47771287552.0,4.21,-4.27,-130.83,0.16
2010-11-17,2900.02,2900.29,2947.0,2887.14,31448999,36720939008.0,2.04,-1.06,-31.17,0.13
2010-11-18,2925.91,2931.91,2943.03,2896.32,24536114,29627951104.0,1.61,1.09,31.62,0.1
2010-11-19,2946.18,2935.26,2946.21,2850.75,31404427,35891249152.0,3.26,0.11,3.35,0.13
2010-11-22,2903.13,2901.76,2932.1,2889.96,28506758,30972035072.0,1.44,-1.14,-33.5,0.12
2010-11-23,2890.8,2854.59,2890.8,2814.24,28520275,32332040192.0,2.64,-1.63,-47.17,0.12
2010-11-24,2832.3,2901.51,2907.61,2832.3,31321643,34625884160.0,2.64,1.64,46.92,0.13
2010-11-25,2919.93,2944.84,2948.42,2888.97,32278945,37361979392.0,2.05,1.49,43.33,0.13
2010-11-26,2937.03,2918.35,2949.17,2899.97,24536720,31247130624.0,1.67,-0.9,-26.49,0.1
2010-11-29,2908.69,2908.17,2922.8,2888.33,20261280,24878903296.0,1.18,-0.35,-10.18,0.08
2010-11-30,2906.31,2863.79,2924.03,2807.12,30938387,35788804096.0,4.02,-1.53,-44.38,0.13
2010-12-01,2856.28,2872.09,2882.08,2846.25,16432921,18598160384.0,1.25,0.29,8.3,0.07
2010-12-02,2914.03,2890.25,2919.7,2888.92,22750475,27276378112.0,1.07,0.63,18.16,0.1
2010-12-03,2893.63,2893.75,2903.87,2876.06,16497642,19638616064.0,0.96,0.12,3.5,0.07
2010-12-06,2902.01,2924.16,2933.79,2894.95,22897446,27696062464.0,1.34,1.05,30.41,0.1
2010-12-07,2909.5,2937.73,2951.11,2872.57,21733634,26727886848.0,2.69,0.46,13.57,0.09
2010-12-08,2931.45,2899.4,2941.75,2895.52,20329360,24730003456.0,1.57,-1.3,-38.33,0.09
2010-12-09,2885.04,2858.93,2909.94,2858.08,25025241,24915793920.0,1.79,-1.4,-40.47,0.1
2010-12-10,2848.92,2892.87,2904.18,2844.17,20045874,21117659136.0,2.1,1.19,33.94,0.08
2010-12-13,2902.02,2977.27,2977.69,2896.9,35904147,39850987520.0,2.79,2.92,84.4,0.15
2010-12-14,2985.96,2978.45,2994.86,2964.24,32703066,35398369280.0,1.03,0.04,1.18,0.14
2010-12-15,2978.79,2964.05,2998.05,2958.7,28394294,33712345088.0,1.32,-0.48,-14.4,0.12
2010-12-16,2962.21,2947.83,2974.43,2941.65,21893821,24143792128.0,1.11,-0.55,-16.22,0.09
2010-12-17,2946.85,2940.21,2946.85,2929.14,15838924,18451609600.0,0.6,-0.26,-7.62,0.07
2010-12-20,2949.31,2895.46,2957.36,2853.64,25645912,29805613056.0,3.53,-1.52,-44.75,0.11
2010-12-21,2902.57,2970.25,2973.05,2896.87,27469205,34412740608.0,2.63,2.58,74.79,0.11
2010-12-22,2973.0,2930.84,2977.09,2918.57,23298896,28104972288.0,1.97,-1.33,-39.41,0.1
2010-12-23,2926.86,2922.48,2969.8,2909.62,23178290,25107724288.0,2.05,-0.29,-8.36,0.1
2010-12-24,2905.21,2915.12,2933.78,2890.43,19824495,22422026240.0,1.48,-0.25,-7.36,0.08
2010-12-27,2933.2,2869.88,2968.99,2865.15,29154769,37190701056.0,3.56,-1.55,-45.24,0.12
2010-12-28,2857.2,2826.5,2870.26,2825.26,21106214,24346822656.0,1.57,-1.51,-43.38,0.09
2010-12-29,2829.85,2823.41,2837.58,2798.48,18789702,20496912384.0,1.38,-0.11,-3.09,0.08
2010-12-30,2823.76,2818.42,2835.8,2787.48,21463086,22236860416.0,1.71,-0.18,-4.99,0.09
2010-12-31,2822.6,2862.94,2864.24,2819.74,22777464,26989670400.0,1.58,1.58,44.52,0.1
2011-01-04,2886.83,2912.61,2921.95,2870.67,30969416,41235173376.0,1.79,1.73,49.67,0.13
2011-01-05,2899.7,2901.39,2916.23,2891.75,27575831,37419401216.0,0.84,-0.39,-11.22,0.12
2011-01-06,2902.73,2879.63,2916.36,2871.81,20080029,30427553792.0,1.54,-0.75,-21.76,0.08
2011-01-07,2878.75,2915.31,2954.72,2863.36,38094519,50620223488.0,3.17,1.24,35.68,0.16
2011-01-10,2907.27,2866.35,2931.93,2863.96,27158492,33117962240.0,2.33,-1.68,-48.96,0.11
2011-01-11,2856.21,2895.47,2899.83,2855.18,22764040,27998038016.0,1.56,1.02,29.12,0.1
2011-01-12,2903.77,2922.11,2927.03,2879.75,24923431,29441609728.0,1.63,0.92,26.64,0.1
2011-01-13,2930.94,2916.43,2932.66,2903.21,21471395,25266423808.0,1.01,-0.19,-5.68,0.09
2011-01-14,2905.98,2874.87,2905.98,2868.99,20248744,24532899840.0,1.27,-1.43,-41.56,0.08
2011-01-17,2855.04,2779.54,2865.12,2773.17,26607989,30640695296.0,3.2,-3.32,-95.33,0.11
