date,close,adjclose
2021-03-07,5146.3798828125,5146.3798828125
2021-03-14,5007.08984375,5007.08984375
2021-03-21,5037.990234375,5037.990234375
2021-03-28,5161.56005859375,5161.56005859375
2021-04-04,5035.33984375,5035.33984375
2021-04-11,4966.18017578125,4966.18017578125
2021-04-18,5135.4501953125,5135.4501953125
2021-04-25,5123.490234375,5123.490234375
2021-05-02,4996.0498046875,4996.0498046875
2021-05-09,5110.58984375,5110.58984375
2021-05-16,5134.14990234375,5134.14990234375
2021-05-23,5321.08984375,5321.08984375
2021-05-30,5282.27978515625,5282.27978515625
2021-06-06,5224.7001953125,5224.7001953125
2021-06-13,5102.47021484375,5102.47021484375
2021-06-20,5239.97021484375,5239.97021484375
2021-06-27,5081.1201171875,5081.1201171875
2021-07-04,5069.43994140625,5069.43994140625
2021-07-11,5094.77001953125,5094.77001953125
2021-07-18,5089.22998046875,5089.22998046875
2021-07-25,4811.169921875,4811.169921875
2021-08-01,4921.56005859375,4921.56005859375
2021-08-08,4945.97998046875,4945.97998046875
2021-08-15,4769.27001953125,4769.27001953125
2021-08-22,4827.0400390625,4827.0400390625
2021-08-29,4843.06005859375,4843.06005859375
2021-09-05,5013.52001953125,5013.52001953125
2021-09-12,4855.93994140625,4855.93994140625
2021-09-19,4849.43017578125,4849.43017578125
2021-09-26,4866.3798828125,4866.3798828125
2021-10-03,4929.93994140625,4929.93994140625
2021-10-10,4932.10986328125,4932.10986328125
2021-10-17,4959.72998046875,4959.72998046875
2021-10-24,4908.77001953125,4908.77001953125
2021-10-31,4842.35009765625,4842.35009765625
2021-11-07,4888.3701171875,4888.3701171875
2021-11-14,4890.06005859375,4890.06005859375
2021-11-21,4860.1298828125,4860.1298828125
2021-11-28,4901.02001953125,4901.02001953125
2021-12-05,5055.1201171875,5055.1201171875
2021-12-12,4954.759765625,4954.759765625
2021-12-19,4921.33984375,4921.33984375
2021-12-26,4940.3701171875,4940.3701171875
2022-01-02,4822.3701171875,4822.3701171875
2022-01-09,4726.72998046875,4726.72998046875
2022-01-16,4779.31005859375,4779.31005859375
2022-01-23,4563.77001953125,4563.77001953125
2022-02-06,4601.39990234375,4601.39990234375
2022-02-13,4651.240234375,4651.240234375
2022-02-20,4573.419921875,4573.419921875
2022-02-27,4496.43017578125,4496.43017578125
2022-03-06,4306.52001953125,4306.52001953125
2022-03-13,4265.89990234375,4265.89990234375
2022-03-20,4174.56982421875,4174.56982421875
2022-03-27,4276.16015625,4276.16015625
2022-04-03,4230.77001953125,4230.77001953125
2022-04-10,4188.75,4188.75
2022-04-17,4013.25,4013.25
2022-04-24,4016.239990234375,4016.239990234375
2022-05-01,3908.820068359375,3908.820068359375
2022-05-08,3988.60009765625,3988.60009765625
2022-05-15,4077.60009765625,4077.60009765625
2022-05-22,4001.300048828125,4001.300048828125
2022-05-29,4089.570068359375,4089.570068359375
2022-06-05,4238.990234375,4238.990234375
2022-06-12,4309.0400390625,4309.0400390625
