strategy,cagr,sharpe,mdd,calmar,years,start,end,pct_in_market,trades,bh_cagr,bh_sharpe,bh_mdd
Dist_MA60<-10% | 中证1000 [FULL],2.27,0.224,-38.06,0.06,11.3,2014-06-19,2026-03-24,9.3,42.0,8.73,0.419,-74.93
Dist_MA60<-10% | 中证1000 [IS],0.51,0.117,-38.06,0.013,8.3,2014-06-19,2022-12-30,11.5,35.0,7.09,0.373,-74.93
Dist_MA60<-10% | 中证1000 [OOS],7.14,1.124,-4.13,1.729,3.1,2023-01-03,2026-03-24,3.3,7.0,13.24,0.547,-44.24
Dist_MA60<-15% | 中证1000 [FULL],1.83,0.211,-29.87,0.061,11.3,2014-06-19,2026-03-24,3.6,20.0,8.73,0.419,-74.93
Dist_MA60<-15% | 中证1000 [IS],2.01,0.212,-29.87,0.067,8.3,2014-06-19,2022-12-30,4.9,19.0,7.09,0.373,-74.93
Dist_MA60<-15% | 中证1000 [OOS],1.37,0.855,-0.1,13.697,3.1,2023-01-03,2026-03-24,0.4,1.0,13.24,0.547,-44.24
Above_MA60 | 中证1000 [FULL],11.47,0.577,-59.77,0.192,11.3,2014-06-19,2026-03-24,48.4,77.0,8.73,0.419,-74.93
Above_MA60 | 中证1000 [IS],10.01,0.534,-59.77,0.168,8.3,2014-06-19,2022-12-30,49.5,55.0,7.09,0.373,-74.93
Above_MA60 | 中证1000 [OOS],15.47,0.68,-26.63,0.581,3.1,2023-01-03,2026-03-24,45.5,22.0,13.24,0.547,-44.24
Dist_MA120<-3% | 中证1000 [FULL],-2.16,-0.005,-54.4,-0.04,11.3,2014-06-19,2026-03-24,38.7,56.0,8.73,0.419,-74.93
Dist_MA120<-3% | 中证1000 [IS],-1.34,0.046,-44.35,-0.03,8.3,2014-06-19,2022-12-30,37.2,40.0,7.09,0.373,-74.93
Dist_MA120<-3% | 中证1000 [OOS],-4.31,-0.183,-33.58,-0.128,3.1,2023-01-03,2026-03-24,42.5,15.0,13.24,0.547,-44.24
Dist_MA120<-5% | 中证1000 [FULL],-2.2,-0.017,-54.3,-0.041,11.3,2014-06-19,2026-03-24,33.3,48.0,8.73,0.419,-74.93
Dist_MA120<-5% | 中证1000 [IS],-1.01,0.054,-46.13,-0.022,8.3,2014-06-19,2022-12-30,32.2,36.0,7.09,0.373,-74.93
Dist_MA120<-5% | 中证1000 [OOS],-5.33,-0.263,-32.67,-0.163,3.1,2023-01-03,2026-03-24,36.2,11.0,13.24,0.547,-44.24
Dist_MA120<-8% | 中证1000 [FULL],2.46,0.228,-43.13,0.057,11.3,2014-06-19,2026-03-24,23.9,52.0,8.73,0.419,-74.93
Dist_MA120<-8% | 中证1000 [IS],1.78,0.188,-43.13,0.041,8.3,2014-06-19,2022-12-30,23.9,38.0,7.09,0.373,-74.93
Dist_MA120<-8% | 中证1000 [OOS],4.28,0.412,-19.07,0.225,3.1,2023-01-03,2026-03-24,23.7,14.0,13.24,0.547,-44.24
Dist_MA120<-10% | 中证1000 [FULL],5.6,0.433,-31.8,0.176,11.3,2014-06-19,2026-03-24,17.0,58.0,8.73,0.419,-74.93
Dist_MA120<-10% | 中证1000 [IS],5.61,0.407,-31.8,0.177,8.3,2014-06-19,2022-12-30,17.9,41.0,7.09,0.373,-74.93
Dist_MA120<-10% | 中证1000 [OOS],5.55,0.617,-14.8,0.375,3.1,2023-01-03,2026-03-24,14.5,17.0,13.24,0.547,-44.24
Dist_MA120<-15% | 中证1000 [FULL],3.18,0.323,-22.85,0.139,11.3,2014-06-19,2026-03-24,6.1,27.0,8.73,0.419,-74.93
Dist_MA120<-15% | 中证1000 [IS],2.84,0.274,-22.85,0.124,8.3,2014-06-19,2022-12-30,7.7,23.0,7.09,0.373,-74.93
Dist_MA120<-15% | 中证1000 [OOS],4.1,0.834,-4.13,0.994,3.1,2023-01-03,2026-03-24,1.5,4.0,13.24,0.547,-44.24
Above_MA120 | 中证1000 [FULL],7.2,0.41,-70.29,0.102,11.3,2014-06-19,2026-03-24,47.0,49.0,8.73,0.419,-74.93
Above_MA120 | 中证1000 [IS],4.06,0.289,-70.29,0.058,8.3,2014-06-19,2022-12-30,47.1,38.0,7.09,0.373,-74.93
Above_MA120 | 中证1000 [OOS],16.06,0.696,-24.55,0.654,3.1,2023-01-03,2026-03-24,46.9,11.0,13.24,0.547,-44.24
Dist_MA250<-3% | 中证1000 [FULL],-4.74,-0.146,-59.62,-0.079,11.3,2014-06-19,2026-03-24,47.8,32.0,8.73,0.419,-74.93
Dist_MA250<-3% | 中证1000 [IS],-3.88,-0.085,-44.25,-0.088,8.3,2014-06-19,2022-12-30,46.3,27.0,7.09,0.373,-74.93
Dist_MA250<-3% | 中证1000 [OOS],-6.99,-0.352,-39.66,-0.176,3.1,2023-01-03,2026-03-24,52.1,4.0,13.24,0.547,-44.24
Dist_MA250<-5% | 中证1000 [FULL],-1.67,0.01,-47.06,-0.035,11.3,2014-06-19,2026-03-24,43.3,44.0,8.73,0.419,-74.93
Dist_MA250<-5% | 中证1000 [IS],-0.69,0.068,-36.09,-0.019,8.3,2014-06-19,2022-12-30,41.4,31.0,7.09,0.373,-74.93
Dist_MA250<-5% | 中证1000 [OOS],-4.23,-0.183,-37.23,-0.114,3.1,2023-01-03,2026-03-24,48.5,12.0,13.24,0.547,-44.24
Dist_MA250<-8% | 中证1000 [FULL],-2.93,-0.074,-54.05,-0.054,11.3,2014-06-19,2026-03-24,35.9,37.0,8.73,0.419,-74.93
Dist_MA250<-8% | 中证1000 [IS],-1.7,0.006,-45.59,-0.037,8.3,2014-06-19,2022-12-30,34.6,26.0,7.09,0.373,-74.93
Dist_MA250<-8% | 中证1000 [OOS],-6.15,-0.35,-33.38,-0.184,3.1,2023-01-03,2026-03-24,39.3,10.0,13.24,0.547,-44.24
Dist_MA250<-10% | 中证1000 [FULL],-0.7,0.046,-45.5,-0.015,11.3,2014-06-19,2026-03-24,31.4,37.0,8.73,0.419,-74.93
Dist_MA250<-10% | 中证1000 [IS],-0.73,0.051,-43.21,-0.017,8.3,2014-06-19,2022-12-30,30.3,21.0,7.09,0.373,-74.93
Dist_MA250<-10% | 中证1000 [OOS],-0.6,0.029,-31.7,-0.019,3.1,2023-01-03,2026-03-24,34.3,16.0,13.24,0.547,-44.24
Dist_MA250<-15% | 中证1000 [FULL],6.04,0.506,-25.34,0.238,11.3,2014-06-19,2026-03-24,16.0,37.0,8.73,0.419,-74.93
Dist_MA250<-15% | 中证1000 [IS],8.37,0.629,-25.34,0.331,8.3,2014-06-19,2022-12-30,17.0,31.0,7.09,0.373,-74.93
Dist_MA250<-15% | 中证1000 [OOS],0.05,0.054,-20.42,0.002,3.1,2023-01-03,2026-03-24,13.4,6.0,13.24,0.547,-44.24
Above_MA250 | 中证1000 [FULL],6.53,0.388,-51.8,0.126,11.3,2014-06-19,2026-03-24,40.2,13.0,8.73,0.419,-74.93
Above_MA250 | 中证1000 [IS],3.09,0.249,-51.8,0.06,8.3,2014-06-19,2022-12-30,38.2,10.0,7.09,0.373,-74.93
Above_MA250 | 中证1000 [OOS],16.31,0.703,-31.29,0.521,3.1,2023-01-03,2026-03-24,45.4,3.0,13.24,0.547,-44.24
Vol20<MA120 | 中证1000 [FULL],-4.2,-0.111,-75.86,-0.055,11.3,2014-06-19,2026-03-24,53.8,68.0,8.73,0.419,-74.93
Vol20<MA120 | 中证1000 [IS],-4.78,-0.137,-75.86,-0.063,8.3,2014-06-19,2022-12-30,51.2,45.0,7.09,0.373,-74.93
Vol20<MA120 | 中证1000 [OOS],-2.64,-0.039,-45.4,-0.058,3.1,2023-01-03,2026-03-24,60.5,23.0,13.24,0.547,-44.24
HighVol70&BelowMA250 | 中证1000 [FULL],4.82,0.485,-24.54,0.196,11.3,2014-06-19,2026-03-24,11.2,32.0,8.73,0.419,-74.93
HighVol70&BelowMA250 | 中证1000 [IS],2.63,0.291,-24.54,0.107,8.3,2014-06-19,2022-12-30,11.3,24.0,7.09,0.373,-74.93
HighVol70&BelowMA250 | 中证1000 [OOS],10.92,1.005,-13.98,0.781,3.1,2023-01-03,2026-03-24,10.8,8.0,13.24,0.547,-44.24
HighVol80&BelowMA250 | 中证1000 [FULL],6.67,0.751,-16.45,0.405,11.3,2014-06-19,2026-03-24,7.9,24.0,8.73,0.419,-74.93
HighVol80&BelowMA250 | 中证1000 [IS],3.64,0.429,-16.45,0.222,8.3,2014-06-19,2022-12-30,8.9,19.0,7.09,0.373,-74.93
HighVol80&BelowMA250 | 中证1000 [OOS],15.2,1.692,-2.42,6.273,3.1,2023-01-03,2026-03-24,5.3,5.0,13.24,0.547,-44.24
HighVol90&BelowMA250 | 中证1000 [FULL],4.29,0.674,-8.01,0.536,11.3,2014-06-19,2026-03-24,4.0,15.0,8.73,0.419,-74.93
HighVol90&BelowMA250 | 中证1000 [IS],2.2,0.375,-8.01,0.275,8.3,2014-06-19,2022-12-30,4.0,11.0,7.09,0.373,-74.93
HighVol90&BelowMA250 | 中证1000 [OOS],10.1,1.386,-1.28,7.879,3.1,2023-01-03,2026-03-24,3.9,4.0,13.24,0.547,-44.24
Vol60<MA120 | 中证1000 [FULL],-1.07,0.054,-65.85,-0.016,11.3,2014-06-19,2026-03-24,52.6,37.0,8.73,0.419,-74.93
Vol60<MA120 | 中证1000 [IS],-3.0,-0.035,-65.85,-0.046,8.3,2014-06-19,2022-12-30,51.1,27.0,7.09,0.373,-74.93
Vol60<MA120 | 中证1000 [OOS],4.29,0.313,-39.95,0.107,3.1,2023-01-03,2026-03-24,56.7,10.0,13.24,0.547,-44.24
HighVol70&BelowMA250 | 中证1000 [FULL],1.2,0.163,-40.55,0.03,11.3,2014-06-19,2026-03-24,13.0,13.0,8.73,0.419,-74.93
HighVol70&BelowMA250 | 中证1000 [IS],-0.78,-0.006,-40.55,-0.019,8.3,2014-06-19,2022-12-30,14.1,11.0,7.09,0.373,-74.93
HighVol70&BelowMA250 | 中证1000 [OOS],6.69,0.833,-9.72,0.688,3.1,2023-01-03,2026-03-24,10.0,2.0,13.24,0.547,-44.24
HighVol80&BelowMA250 | 中证1000 [FULL],2.13,0.278,-20.45,0.104,11.3,2014-06-19,2026-03-24,9.1,20.0,8.73,0.419,-74.93
HighVol80&BelowMA250 | 中证1000 [IS],1.38,0.186,-20.45,0.067,8.3,2014-06-19,2022-12-30,10.3,15.0,7.09,0.373,-74.93
HighVol80&BelowMA250 | 中证1000 [OOS],4.16,0.734,-8.23,0.505,3.1,2023-01-03,2026-03-24,5.8,5.0,13.24,0.547,-44.24
HighVol90&BelowMA250 | 中证1000 [FULL],0.78,0.154,-19.26,0.04,11.3,2014-06-19,2026-03-24,4.1,11.0,8.73,0.419,-74.93
HighVol90&BelowMA250 | 中证1000 [IS],1.07,0.181,-19.26,0.055,8.3,2014-06-19,2022-12-30,5.6,11.0,7.09,0.373,-74.93
HighVol90&BelowMA250 | 中证1000 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,13.24,0.547,-44.24
Mom5d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom5d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom5d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom5d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom5d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom5d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom5d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom5d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom5d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom5d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom5d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom5d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom5d_Top1_Mo [FULL],7.1,0.384,-65.09,0.109,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom5d_Top1_Mo [IS],6.02,0.347,-65.09,0.093,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom5d_Top1_Mo [OOS],10.03,0.497,-43.13,0.233,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom5d_Top2_Mo [FULL],7.22,0.389,-65.54,0.11,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom5d_Top2_Mo [IS],5.38,0.327,-65.54,0.082,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom5d_Top2_Mo [OOS],12.32,0.569,-38.74,0.318,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom5d_Top1_Mo [FULL],6.22,0.36,-68.37,0.091,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom5d_Top1_Mo [IS],4.95,0.313,-63.0,0.079,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom5d_Top1_Mo [OOS],9.71,0.524,-42.07,0.231,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom5d_Top2_Mo [FULL],7.46,0.402,-62.86,0.119,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom5d_Top2_Mo [IS],6.28,0.359,-62.86,0.1,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom5d_Top2_Mo [OOS],10.68,0.529,-41.6,0.257,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom10d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom10d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom10d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom10d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom10d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom10d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom10d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom10d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom10d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom10d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom10d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom10d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom10d_Top1_Mo [FULL],9.38,0.46,-57.77,0.162,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom10d_Top1_Mo [IS],9.92,0.474,-52.53,0.189,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom10d_Top1_Mo [OOS],7.96,0.422,-42.11,0.189,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom10d_Top2_Mo [FULL],9.56,0.466,-59.13,0.162,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom10d_Top2_Mo [IS],8.14,0.419,-59.13,0.138,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom10d_Top2_Mo [OOS],13.45,0.6,-38.51,0.349,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom10d_Top1_Mo [FULL],6.32,0.365,-54.95,0.115,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom10d_Top1_Mo [IS],7.82,0.409,-54.95,0.142,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom10d_Top1_Mo [OOS],2.38,0.217,-39.92,0.06,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom10d_Top2_Mo [FULL],7.3,0.396,-61.74,0.118,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom10d_Top2_Mo [IS],7.3,0.392,-61.74,0.118,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom10d_Top2_Mo [OOS],7.31,0.41,-38.68,0.189,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom20d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom20d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom20d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom20d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom20d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom20d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom20d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom20d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom20d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom20d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom20d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom20d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom20d_Top1_Mo [FULL],5.18,0.32,-63.27,0.082,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom20d_Top1_Mo [IS],2.2,0.221,-62.11,0.035,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom20d_Top1_Mo [OOS],13.61,0.604,-39.28,0.347,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom20d_Top2_Mo [FULL],6.04,0.349,-67.63,0.089,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom20d_Top2_Mo [IS],3.99,0.281,-66.37,0.06,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom20d_Top2_Mo [OOS],11.75,0.543,-40.23,0.292,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom20d_Top1_Mo [FULL],5.59,0.336,-53.42,0.105,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom20d_Top1_Mo [IS],4.38,0.294,-53.42,0.082,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom20d_Top1_Mo [OOS],8.92,0.463,-33.53,0.266,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom20d_Top2_Mo [FULL],5.29,0.326,-62.27,0.085,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom20d_Top2_Mo [IS],3.38,0.259,-59.44,0.057,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom20d_Top2_Mo [OOS],10.55,0.512,-36.39,0.29,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom60d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom60d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom60d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom60d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom60d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom60d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom60d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom60d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom60d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom60d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom60d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom60d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom60d_Top1_Mo [FULL],5.38,0.328,-64.23,0.084,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom60d_Top1_Mo [IS],2.6,0.234,-64.23,0.041,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom60d_Top1_Mo [OOS],13.18,0.608,-34.14,0.386,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom60d_Top2_Mo [FULL],5.16,0.32,-66.75,0.077,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom60d_Top2_Mo [IS],1.93,0.21,-66.75,0.029,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom60d_Top2_Mo [OOS],14.32,0.643,-33.02,0.434,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom60d_Top1_Mo [FULL],8.08,0.42,-59.55,0.136,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom60d_Top1_Mo [IS],4.49,0.298,-59.55,0.075,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom60d_Top1_Mo [OOS],18.3,0.754,-32.39,0.565,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom60d_Top2_Mo [FULL],5.73,0.34,-63.14,0.091,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom60d_Top2_Mo [IS],3.36,0.259,-63.14,0.053,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom60d_Top2_Mo [OOS],12.33,0.575,-36.21,0.34,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom120d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom120d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom120d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom120d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom120d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom120d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom120d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom120d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom120d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom120d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom120d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom120d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom120d_Top1_Mo [FULL],9.93,0.472,-60.18,0.165,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom120d_Top1_Mo [IS],7.24,0.387,-60.18,0.12,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom120d_Top1_Mo [OOS],17.43,0.707,-31.22,0.558,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom120d_Top2_Mo [FULL],7.41,0.396,-56.28,0.132,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom120d_Top2_Mo [IS],5.17,0.321,-56.28,0.092,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom120d_Top2_Mo [OOS],13.61,0.608,-30.18,0.451,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom120d_Top1_Mo [FULL],3.22,0.253,-58.02,0.055,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom120d_Top1_Mo [IS],2.35,0.225,-58.02,0.04,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom120d_Top1_Mo [OOS],5.58,0.354,-34.05,0.164,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom120d_Top2_Mo [FULL],5.21,0.323,-58.92,0.088,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom120d_Top2_Mo [IS],4.19,0.287,-58.92,0.071,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom120d_Top2_Mo [OOS],8.0,0.44,-28.58,0.28,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom250d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom250d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom250d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom250d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom250d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom250d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom250d_Top1_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom250d_Top1_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom250d_Top1_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom250d_Top2_Wk [FULL],0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,100.0,,,,
RAMom250d_Top2_Wk [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,100.0,,,,
RAMom250d_Top2_Wk [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom250d_Top1_Mo [FULL],6.1,0.354,-52.88,0.115,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom250d_Top1_Mo [IS],2.22,0.218,-43.52,0.051,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom250d_Top1_Mo [OOS],17.23,0.728,-31.22,0.552,3.1,2023-01-03,2026-03-24,100.0,,,,
Mom250d_Top2_Mo [FULL],4.11,0.285,-49.22,0.083,11.3,2014-06-19,2026-03-24,100.0,,,,
Mom250d_Top2_Mo [IS],0.52,0.154,-49.22,0.011,8.3,2014-06-19,2022-12-30,100.0,,,,
Mom250d_Top2_Mo [OOS],14.34,0.639,-31.15,0.46,3.1,2023-01-03,2026-03-24,100.0,,,,
RAMom250d_Top1_Mo [FULL],2.26,0.216,-51.95,0.043,11.3,2014-06-19,2026-03-24,100.0,,,,
