index,direction,is_sharpe,oos_sharpe,oos_trades,oos_pass_5trades,oos_pass_any
科创50,dip,0.8486300652223807,-0.4640697245033454,9,False,False
科创50,dip,0.8486300652223807,-0.5061218370176971,8,False,False
科创50,dip,0.8654078777597726,0.29664647524241844,6,True,True
科创50,dip,0.7609097675066852,-0.43285526190175433,9,False,False
科创50,dip,0.8654078777597726,-0.46244169710133265,9,False,False
科创50,dip,0.8654078777597726,-0.5108482840812663,8,False,False
科创50,dip,0.9415156983060023,0.17326309485747046,6,True,True
科创50,dip,0.8593339963313867,-0.5207757076001045,9,False,False
科创50,dip,0.9415156983060023,-0.5698454680310845,9,False,False
科创50,dip,0.9415156983060023,-0.5553770909054067,8,False,False
科创50,dip,0.8826268109848425,0.15826634220615582,6,True,True
科创50,dip,0.7804320916258046,-0.4907095427017772,9,False,False
科创50,dip,0.8826268109848425,-0.5040205713411824,9,False,False
科创50,dip,0.8826268109848425,-0.49712740415131856,8,False,False
科创50,dip,0.6739470130660615,0.11737440250514114,5,True,True
科创50,dip,0.5118421574428861,0.0958947420547985,5,True,True
科创50,dip,0.5118421574428861,0.11737440250514114,5,True,True
科创50,dip,0.5118421574428861,0.11737440250514114,5,True,True
科创50,dip,0.5550350478443868,0.6267319995056645,5,True,True
恒生指数,dip,0.5819112364049615,-0.11317642142902835,2,False,False
恒生指数,dip,0.5819112364049615,-0.11317642142902835,2,False,False
科创50,dip,0.5519149388562921,0.45880691056716133,5,True,True
科创50,dip,0.542888676502419,0.4198575967276853,4,False,True
科创50,dip,0.542888676502419,0.4198575967276853,4,False,True
恒生指数,dip,0.5257204379316623,0.09926557246674463,2,False,True
恒生指数,dip,0.5257204379316623,0.03301776076630434,2,False,True
科创50,dip,0.5790679389228315,0.23242634353450647,2,False,True
科创50,dip,0.5790679389228315,0.23242634353450647,2,False,True
科创50,dip,0.5790679389228315,0.23242634353450647,2,False,True
科创50,dip,0.5790679389228315,0.23242634353450647,2,False,True
科创50,dip,0.9081780142861534,0.07879941804624976,2,False,True
科创50,dip,0.9081780142861534,0.07879941804624976,2,False,True
科创50,dip,0.9081780142861534,0.07879941804624976,2,False,True
科创50,dip,0.9081780142861534,0.07879941804624976,2,False,True
科创50,dip,1.1585322520884376,0.36128615315037504,2,False,True
科创50,dip,1.1585322520884376,0.36128615315037504,2,False,True
科创50,dip,1.1585322520884376,0.36128615315037504,2,False,True
科创50,dip,1.1585322520884376,0.36128615315037504,2,False,True
科创50,dip,1.0971809439728282,0.6648827531627824,2,False,True
科创50,dip,1.0971809439728282,0.6648827531627824,2,False,True
科创50,dip,1.0971809439728282,0.6648827531627824,2,False,True
科创50,dip,1.0971809439728282,0.6648827531627824,2,False,True
科创50,dip,0.7923320979945364,0.6610726853530684,2,False,True
科创50,dip,0.7923320979945364,0.6610726853530684,2,False,True
科创50,dip,0.7923320979945364,0.6610726853530684,2,False,True
科创50,dip,0.7923320979945364,0.6610726853530684,2,False,True
科创50,dip,0.814869925129163,0.7262400087366278,2,False,True
科创50,dip,0.8367540052089016,0.7262400087366278,2,False,True
科创50,dip,0.9453427066165571,0.8220990553879618,2,False,True
科创50,dip,1.0849497183232129,0.8220990553879618,2,False,True
科创50,dip,0.9201822293304842,0.8191158474398265,2,False,True
科创50,dip,1.020977373532621,0.8191158474398265,2,False,True
科创50,dip,0.952732339916833,0.9307494111964473,2,False,True
科创50,dip,1.1169817477447381,0.9307494111964473,2,False,True
科创50,dip,0.9941434422615119,0.8120351038766446,2,False,True
科创50,dip,1.1382593877112928,0.8120351038766446,2,False,True
科创50,dip,0.8202681023058734,0.946111530455121,2,False,True
科创50,dip,0.9626843607010587,0.946111530455121,2,False,True
科创50,dip,0.7440505129891071,0.8756621332306463,2,False,True
科创50,dip,0.7808223344980171,0.8756621332306463,2,False,True
科创50,dip,0.7674188031309414,1.0316017699909321,2,False,True
科创50,dip,0.7639980824861109,1.0316017699909321,2,False,True
科创50,dip,0.8566919032320095,1.0814339153960772,2,False,True
科创50,dip,0.91525264088479,1.0814339153960772,2,False,True
科创50,dip,0.9276496921769252,0.9817113055850466,2,False,True
科创50,dip,1.014040021726093,0.9817113055850466,2,False,True
科创50,dip,0.7830507508011759,1.0950855495574114,2,False,True
科创50,dip,0.8843032963073357,1.0950855495574114,2,False,True
科创50,dip,0.5394920757665164,1.2396538183162744,2,False,True
科创50,dip,0.7017819139217875,1.2396538183162744,2,False,True
科创50,dip,0.5627868668735476,1.3663917239055967,2,False,True
科创50,dip,0.6400298166594763,0.9320195941290526,2,False,True
科创50,dip,0.5140986530388709,0.892190315704672,2,False,True
科创50,dip,0.7049469820310945,0.892190315704672,2,False,True
科创50,dip,0.6605142161452094,0.6816491057897721,2,False,True
科创50,dip,0.6619891400146206,0.7326408643754065,2,False,True
科创50,dip,0.6557923492152331,0.707149457058236,2,False,True
科创50,dip,0.5616642285033159,0.47201606062598034,2,False,True
科创50,dip,0.583854417370753,0.4632215997796399,2,False,True
科创50,dip,0.698259374962591,0.4632215997796399,2,False,True
科创50,dip,0.5127415469816938,0.5670763543641026,2,False,True
科创50,dip,0.7310120090599335,0.5670763543641026,2,False,True
科创50,dip,0.810850651681745,0.5734702346162052,2,False,True
科创50,dip,0.7037506186671993,0.5525740435184552,2,False,True
科创50,dip,0.6438497533843109,0.6773272829556789,2,False,True
科创50,dip,0.5781641832629452,0.6896577794486775,2,False,True
科创50,dip,0.5148540259338026,0.6629142156042362,2,False,True
科创50,dip,0.5132388678681633,-0.24364807753572884,31,False,False
科创50,dip,0.8945314036903887,0.056529268929171914,22,True,True
科创50,dip,0.845977406701887,0.03909909924427514,23,True,True
科创50,dip,0.8970734518865756,0.056529268929171914,22,True,True
科创50,dip,0.8970734518865756,0.056529268929171914,22,True,True
科创50,dip,0.8504301529386896,0.13587489912112607,22,True,True
科创50,dip,0.8109472988503611,0.5330973079955469,23,True,True
科创50,dip,0.7683607567320561,0.13587489912112607,22,True,True
科创50,dip,0.7683607567320561,0.13587489912112607,22,True,True
科创50,dip,0.951323144481607,0.40254138505737425,20,True,True
科创50,dip,0.6430737653127838,0.6913614433013638,23,True,True
科创50,dip,0.5124459408545738,0.24729342476083518,22,True,True
科创50,dip,0.5302725718147818,0.4728640946185445,21,True,True
科创50,dip,1.025573065084662,0.12380005800429172,19,True,True
科创50,dip,0.7864372647863789,0.43707820125941516,23,True,True
科创50,dip,0.7647605513789802,-0.1446220497010726,21,False,False
科创50,dip,0.7013011539325275,0.18061912043748196,20,True,True
科创50,dip,1.1276065266971511,0.17901418717929865,19,True,True
科创50,dip,0.8042653104540946,0.4042638359620515,23,True,True
科创50,dip,0.9244516298837833,-0.04619443982919684,21,False,False
科创50,dip,0.9069410126562379,0.2658564450550327,20,True,True
